Price min value,Price for each machine,Time
1790,"[210, 210, 210, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]",1122.6711611747742
1790,"[210, 210, 210, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]",1133.9154498577118
1790,"[210, 210, 210, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]",1153.083829164505
1790,"[210, 210, 210, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]",1140.618904352188
1790,"[210, 210, 210, 116, 116, 116, 116, 116, 116, 116, 116, 116, 116]",1146.6905009746552
