Price min value,Price for each machine,Time
3780,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 210, 210]",904.039304971695
3780,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 210, 210]",932.5597825050354
