0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
FV,0.060104688008626304,0.19131731986999512,0.34661332766215003,0.5139651298522949,0.7206070423126221,0.9517087936401367,1.2017217477162678,1.9738435745239258,2.7640677293141684,5.11014739672343,9.403908650080364,14.773519198099773,22.633078734079998,30.55515225728353,39.67561260859172,49.138563394546516,59.91827472050986,126.51369563738506,251.61127289136252,382.79309948285425,554.7260847091675,811.6730640729268,1158.9273821512857,1622.1500181357064,2218.238824923833,3754.4092700481415,5885.317030747732
PR,0.13800779978434244,0.30207522710164386,0.5026852289835612,0.7784287929534912,1.0579643249511719,1.3610559304555256,1.9027362664540608,2.819820960362752,4.166287183761597,5.665893475214641,7.211290915807089,9.999261458714804,13.08553687731425,16.27401955922445,20.317148764928184,24.396968126297,30.30074214935303,36.4601214726766,42.668879191080734,49.58594338099162,60.934782902399704,76.43276023864746,115.35244035720825,167.56628918647766,264.64527646700543,371.0142722924551,509.2846566041311,700.3872137069702,1013.386990706126,1363.280901670456,2252.558112303416,3547.7858509222665
L,0.15197149912516275,1.0804375807444255,2.3819305896759033,4.2351624965667725,7.572030941645304,10.96753438313802,28.56054162979126,51.18512384096782,77.95867808659872,148.284729719162,219.2376259167989,353.41739924748737,643.1460905869801,1606.917385816574
LX,0.11805510520935059,0.24992680549621582,0.4087479909261068,0.5711246331532797,0.8581830660502117,1.2119688193003337,3.2735373973846436,7.6999274889628095,12.350267012914022,22.011001745859783,35.788823286692306,50.43263371785482,66.27667586008708,85.78396534919739,105.71317291259766,152.11744586626688,222.7603798707326,293.87672233581543,366.8998284339905,484.02845271428424,732.6830257574717,1007.3313940366108,1493.0204882621765,3461.9638862609863,5719.731491883596
FVPR,0.053540547688802086,0.11008906364440918,0.1887527306874593,0.28224873542785645,0.4081227779388428,0.5749123096466064,0.7863916556040446,1.3881804943084717,2.5259219010670977,3.7941718101501465,5.101252476374309,7.33039935429891,9.7724822362264,12.485836346944174,15.89229154586792,19.460173050562542,23.29036100705465,27.255099137624107,31.249916791915897,37.271578311920166,44.18013072013855,52.75992679595947,65.04997865358989,82.22423569361369,145.20350178082785,261.73372300465905,466.68478544553125,717.5556608041128
FVL,0.060198307037353516,0.12643639246622723,0.2485312620798747,0.37732092539469403,0.5324939092000326,0.7361667156219482,1.177343448003133,3.5333573023478193,6.3687702020009365,9.632310787836712,13.940533876419067,18.84554894765218,25.212179740269978,32.60352444648743,44.32669337590536,57.075346628824875,73.18929974238078,98.72015015284221,131.24089392026266,167.05679440498352,216.79454239209494,266.62366008758545,447.58756494522095,791.8461941083272,1671.746900320053
FVLX,0.07332825660705566,0.20172850290934244,0.3407634894053141,0.5096176465352376,0.7042857805887858,0.9643903573354085,1.3064167499542236,3.359189033508301,5.946885347366333,9.453167994817099,13.10638459523519,16.784271955490112,23.74687631924947,31.950462182362873,41.24419816335042,51.498646179835,62.38932569821675,75.99046127001444,90.29792173703511,106.02412207921346,139.80089537302652,191.76853545506793,361.7456707159678,824.667728503545,1892.6456147034962,3115.7062106132507,5209.744621912638
PRL,0.18225908279418945,0.41007701555887854,0.7184906005859375,1.0729037920633953,1.4445862770080566,1.8552762667338054,2.2777106761932373,3.6779528458913164,5.641837914784749,8.695257107416788,11.884642998377482,15.564090808232624,19.245813926060993,23.44232376416524,29.38966409365336,37.86383819580078,46.94056502978007,56.25849930445353,69.08174697558084,84.86575349171956,104.6122159163157,128.4286072254181,155.57620334625244,184.80012687047324,243.58885725339255,305.5238633155823,392.9433168570201,481.921008904775,628.0007401307424,1039.5778295199077,1661.726773738861,2979.931160370509
PRLX,0.15616591771443686,0.539930502573649,1.0420101483662922,1.6180412769317627,2.2836268742879233,3.8012081782023115,5.633442083994548,8.051350434621176,10.707738240559896,13.435170491536459,16.28882662455241,19.969937483469646,25.3930774529775,31.294852972030643,37.279681285222374,43.500191132227584,50.805977265040084,58.37320089340211,70.21934382120769,82.75510311126709,99.65080793698628,129.52125597000122,178.11170156796774,232.0043182373047,337.51708793640137,492.7361435890198,715.7386128902435,1064.7337179978688,1497.9921694596608,2296.321580092112,3876.3273089726763,5900.983851194382
LPR,0.2402513027191162,0.702926794687907,1.2725818157196045,2.048254648844401,3.8057166735331216,5.841802914937337,8.335001945495605,12.201890150705973,16.0926190217336,24.294340133666992,33.00349577267965,44.64269828796387,59.29620440800985,74.03534332911174,89.13162597020468,104.46460755666098,121.14623697598776,162.8108650048574,207.7837638060252,255.5755732059479,305.7558789253235,809.5943540732067,1447.0692971547446,3277.7000920772552
