0,1,2,3,4,5,6,7,8,9,10
FV,0.23110175132751465,1.0032235781351724,1.793447732925415,4.139527400334677,9.509137948354086,17.368697484334312,26.4891578356425,35.9521086215973,167.133935213089,1703.3043803373973
PR,0.20061000188191733,0.7422903378804525,1.659375031789144,3.0058412551879883,4.505447546641032,7.5917229652404785,10.780205647150675,14.82333485285441,18.903154214223225,24.806928237279255
L,1.3014930089314778,23.926075220108032,50.69962946573894,121.65252566337585,255.83229899406433
LX,2.06156857808431,6.487958669662476,11.13829819361369,20.79903292655945,35.44284335772196,81.84711631139119,152.49005031585693,225.51315641403198,342.64178069432575,2311.5851786931357
FVPR,0.21147934595743814,0.8132681846618652,2.081518093744914,3.388598759969076,5.830681641896566,8.54403575261434,12.374223709106445,16.338961839675903,20.333779493967693,26.355441013971966
FVL,0.20367280642191568,2.5596866607666016,5.395099560419718,8.658640146255493,12.966863234837849,20.358207941055298,33.106861193974815,58.63771160443624,91.15845537185669
FVLX,0.1946681340535482,2.2474404176076255,4.835136731465658,8.341419378916424,11.994635979334515,20.198221842447918,29.491957823435467,43.093093395233154,58.8192937374115,92.59606703122458
PRL,0.18225908279418945,0.49067266782124835,1.8909148375193277,4.944334030151367,8.62378184000651,12.305504957834879,18.252845287322998,27.329572121302284,47.07603454589844,70.89242585500081
PRLX,0.3837645848592122,2.2159984906514487,4.633906841278076,7.487562974294027,11.168673833211264,16.591813802719116,22.49358932177226,28.47841763496399,36.04564126332601,47.89178419113159
LPR,0.4626754919687907,4.329563697179158,8.220292568206787,16.929448207219444,28.568650722503662,43.30778964360555,59.989419062932335,101.65404709180197,151.83435281117758,789.3092958927155
LLX,0.5804900328318278,8.81782825787862,23.299440622329712,44.611482302347824,78.25477035840353,115.91086149215698,162.70301826794943,229.69519249598187
FVPRL,0.19379448890686035,0.8544039726257324,1.660429080327352,3.333330313364665,5.786664883295695,9.298784017562866,13.251222531000773,17.449323892593384,22.566447814305622,38.80899389584859
FVPRLX,0.18667523066202799,0.5731198787689209,1.119924227396647,3.605764389038086,7.524964809417725,14.897773663202923,23.05040748914083,34.92257555325826,48.25981076558431,68.19143454233806
FVLPR,0.16952133178710938,0.9670295715332031,2.638346751530965,5.436148166656494,9.263596216837565,14.60856556892395,21.211649417877197,30.02360963821411,48.78376007080078,2202.002359310786
FVLLX,0.3483949502309163,1.9342185656229653,4.079482396443685,7.023599465688069,14.282640854517618,27.567994594573975,42.57155418395996,58.43136699994405,77.84727096557617,107.5658422311147
PRLLX,5.123035748799642,10.34519338607788,16.428664604822796,24.601184844970703,34.50582615534464,48.98952428499857,64.26210490862528,81.45296057065327,100.1790497303009,134.8927169640859
LPRLX,1.0578285853068035,2.637392520904541,9.921295324961346,26.19999122619629,71.34608467419943,165.65944123268127,324.38259625434875,522.8313190142313,735.268029530843,2105.5037034352617
FVPRLLX,0.3138265609741211,1.5620712439219158,2.868227243423462,4.228049914042155,6.78509529431661,9.975264469782513,23.062949816385906,41.65254370371501,68.70615355173747,95.80162509282431
FVLPRLX,0.22542381286621094,1.0397032896677652,3.5551036198933916,6.2357228597005205,10.130404869715372,22.453171491622925,35.82139404614767,52.67944931983948,84.44855006535848,343.6686632633209
NoSym,9.832288344701132,132.9027363459269,607.8548251787821,1322.6693267822266
virtual best,0.16952133178710938,0.4779349168141683,1.0247392654418945,2.3318199316660566,3.8314262231191005,6.544780333836874,9.73326301574707,13.698001146316528,17.69281880060832,23.59659282366435
