0,1,2,3,4
FV,0.14766545295715333,0.31991343498229985,1.594003391265869,18.95188488960266
PR,0.7639589786529541,2.706966066360474,78.0170961380005,958.8788183212281
L,0.2235568046569824,1.027163600921631,56.41536512374878,742.6614849567413
LX,0.167221736907959,0.41483511924743655,7.845635414123535,55.563426685333255
FVPR,0.15030155181884766,0.3180086612701416,1.7215987682342528,12.213435220718384
FVL,0.13886141777038574,0.30782806873321533,1.3343323469161987,11.4554123878479
FVLX,0.6833577156066895,1.3851200739542642,2.0956326325734453,2.8117944399515786
PRL,0.6877796649932861,1.3882154623667398,2.1124430497487383,2.8426984945933023
PRLX,0.6939960320790609,1.3943103154500327,2.1009517510732016,2.811585108439128
LPR,0.6769203344980875,1.362924337387085,2.053998072942098,2.761008421579997
LLX,0.6898144086201986,1.4036078453063965,2.1216697692871094,2.8444201946258545
FVPRL,0.6648813088734945,1.3379826545715332,2.0286618073781333,2.722653388977051
FVPRLX,0.7169599533081055,1.4387511412302652,2.1839252312978106,2.9304722944895425
FVLPR,0.6789112091064453,1.3585948149363198,2.052320559819539,2.7529551982879634
FVLLX,0.6684296131134033,1.3496400515238443,2.040157636006673,2.7344931761423745
PRLLX,0.7393622398376465,1.515044927597046,2.3108458518981934,3.1186307271321616
LPRLX,0.6771195729573568,1.367742935816447,2.080424467722575,2.793727000554403
FVPRLLX,0.6571093400319418,1.3216742674509685,2.002026716868083,2.68484369913737
FVLPRLX,0.6560590267181396,1.3205034732818604,1.999539295832316,2.68147611618042
NoSym,0.6751851240793864,1.3553719520568848,2.0736708641052246,2.81302817662557
virtual best,0.13886141777038574,0.3065685272216797,0.9856043497721354,1.6675411701202392
