0,1,2,3,4,5,6,7,8,9,10
FV,3.5137785275777182,9.076546351114908,19.169394334157307,35.2276283899943,54.86623668670654,115.71164377530417,273.3525412877401,728.5749429861705,1895.4017290274303,3666.296723286311
PR,4.213139136632283,13.392461617787678,35.656616528828934,60.067307154337556,140.93238075574237
L,7.5535861651102705,49.14540370305379,277.6954945723216,560.148729801178,2132.2936393419905
LX,5.764039595921834,14.875931978225708,26.898965199788414,39.45021732648214,54.39217742284139,75.43569842974345,96.99065589904785,127.7933960755666,165.93201557795206,204.31973385810852
FVPR,2.8338370323181152,7.4308780034383135,13.888358910878498,23.667381127675373,34.908362785975136,48.12407573064168,64.361217101415,97.16400694847107,146.63329903284708,208.64075930913287
FVL,4.194625695546468,9.409167130788166,17.494394381841023,26.578218777974445,39.69859091440836,53.79685219128926,84.140021721522,127.53802537918091,182.29630025227866,239.44791507720947
FVLX,3.344166914621989,9.496747573216757,18.332588036855064,28.446036895116173,40.64866749445598,53.01639938354493,76.51315220197043,100.42382494608562,153.40669759114584,235.55129313468933
PRL,4.501479705174764,12.478431145350138,30.638275146484375,52.27482231458028,102.73461929957071,2003.3446270624797
PRLX,5.870388348897298,15.405633211135864,30.16705870628357,47.999326944351196,76.29048037528992,469.8873833815257,932.1011934280396
LPR,11.156917492548624,38.33027100563049,120.28588819503784,203.96043308575946,536.7448760668436
LLX,5.474927504857381,14.674199263254803,27.237503210703533,41.68228626251221,59.00397165616353,77.18243034680684,97.35960022608438,122.0406752427419,150.29430492719013,180.04018425941464
FVPRL,3.2932178179423013,8.154555559158325,15.477393070856731,23.953689893086754,35.14094702402751,49.52575016021729,72.85006475448608,107.05881436665854,157.91552408536276,211.0601106484731
FVPRLX,4.3853059609731035,10.406187931696573,17.81682268778483,28.132172425587967,42.08293040593465,57.00466418266296,76.94477693239847,112.07519141832987,154.10220964749652,212.50015234947202
FVLPR,3.9969992637634277,10.050540844599407,18.690491676330566,32.29470729827881,48.1782173315684,64.94008255004883,96.85268131891887,149.64378325144452,273.8496980667114,437.91011206308997
FVLLX,4.62057630221049,11.495069026947021,20.180802822113037,30.635056177775063,44.209708531697586,64.31397573153177,97.51520927747089,147.92212820053098,229.51347017288205,325.1426476637522
PRLLX,6.610606511433919,17.584492524464924,34.24486152331034,58.05695780118306,85.64274096488953,399.321879863739,752.2460286617279,2348.3008462587995
LPRLX,12.720629692077637,45.95459461212158,108.06405822436014,188.24815662701923,397.1648853619893,1681.207438468933,3461.275807460149
FVPRLLX,4.194148063659668,9.196576277414959,19.353694438934326,31.564582665761314,45.43504190444946,60.43341477711996,82.78007062276205,117.26766006151837,180.74521509806317,270.94513750076294
FVLPRLX,5.346042235692342,13.89338231086731,27.983157634735107,43.323743422826134,65.24381518363953,95.04175194104512,129.0767356554667,199.89352480570474,295.02563301722205,405.81305829683936
NoSym,148.35656825701395
virtual best,2.8338370323181152,7.4308780034383135,13.888358910878498,22.36465573310852,33.55191286404928,45.91964475313823,62.156786123911544,86.06745886802673,114.32108855247498,144.0669678846995
