0,1,2,3,4
FV,0.5564186096191406,1.8598388671875,24.889413261413573,115.76575193405151
PR,0.7069793224334717,2.26213960647583,21.783681869506836,55.75036859512329
L,0.8177674770355224,12.343796014785767,81.64931282997131,200.31916947364806
LX,0.3652781009674072,1.399776554107666,15.710301542282105,34.94112334251404
FVPR,0.48179216384887696,1.5355143547058105,15.820203924179078,52.28978805541992
FVL,0.42155492305755615,1.915008783340454,20.703795671463013,63.621095061302185
FVLX,0.4151430130004883,1.9316637516021729,16.476603269577026,44.26524031162262
PRL,0.46180100440979005,1.6687357902526856,21.71466965675354,51.760550308227536
PRLX,0.37609262466430665,1.3372250080108643,17.589725017547607,45.23254570960999
LPR,0.48638119697570803,2.43851261138916,18.66433415412903,51.43986177444458
LLX,0.8221335887908936,12.47331018447876,81.89729070663452,202.1721932888031
FVPRL,0.49106693267822266,1.521044373512268,14.951998114585876,48.64140248298645
FVPRLX,0.4840892553329468,1.5429257154464722,15.653554081916809,50.94510531425476
FVLPR,0.42872655391693115,1.9281368255615234,20.81522250175476,66.36922800540924
FVLLX,0.41387438774108887,1.8576898574829102,19.903502345085144,62.44134247303009
PRLLX,0.9922221899032593,2.472477912902832,37.26209568977356,115.37747550010681
LPRLX,1.0167814493179321,3.682892084121704,41.5877103805542,137.98539781570435
FVPRLLX,0.4853307008743286,1.5877668857574463,16.084938883781433,52.01511597633362
FVLPRLX,0.4554758071899414,2.028036117553711,21.925588607788086,68.47061336040497
NoSym,0.8633064746856689,2.1085964202880856,10.207347106933593,28.927479314804078
virtual best,0.3652781009674072,1.3264104843139648,9.425161170959472,28.145293378829955
