0,1,2,3,4
FV,0.18538966178894042,0.3875406265258789,0.7863560199737549,1.6469706535339355
PR,0.5663418292999267,1.1572024345397949,2.596886920928955,4.916050720214844
L,0.2000101089477539,0.41333351135253904,0.9429135799407958,2.1198839664459226
LX,0.19350533485412597,0.4131475925445557,1.2012527465820313,2.7151784896850586
FVPR,0.2280573844909668,0.5510929584503174,1.366005802154541,2.848602819442749
FVL,0.19929134845733643,0.7007105350494385,1.546656847000122,8.188240647315979
FVLX,0.1796109676361084,0.3755912780761719,0.8195637464523315,1.3795934915542603
PRL,0.19811601638793946,0.5933343410491944,1.0350594997406006,3.1792875766754154
PRLX,0.20214428901672363,0.5013230323791504,1.2465617179870607,2.131384086608887
LPR,0.21842632293701172,0.4533892154693604,1.1057143211364746,5.883234167098999
LLX,0.20536599159240723,0.6199620246887207,1.7405617237091064,4.538674020767212
FVPRL,0.1871039867401123,0.3820960521697998,0.8274064064025879,1.6065280437469482
FVPRLX,0.18429744243621826,0.3790466785430908,0.7827826738357544,2.3292652368545532
FVLPR,0.19903230667114258,0.40008461475372314,0.9533146619796753,2.463271975517273
FVLLX,0.17699754238128662,0.37188923358917236,0.8006547689437866,1.6472920179367065
PRLLX,0.20286297798156738,0.4058568477630615,0.8068310022354126,1.9388960599899292
LPRLX,0.24580025672912598,0.5120636224746704,1.0469635725021362,6.61529278755188
FVPRLLX,0.19510650634765625,0.39058375358581543,0.8106811046600342,2.5415823459625244
FVLPRLX,0.19270765781402588,0.4242483377456665,2.227893114089966,5.131483197212219
NoSym,0.812255859375,1.663033628463745,3.085358428955078,6.1109654903411865
virtual best,0.17699754238128662,0.3717467784881592,0.7705621719360352,1.3305919170379639
