0,1,2,3,4,5,6,7,8,9,10
FV,0.364368995030721,1.0293310483296711,1.8880511919657388,2.900075674057007,4.245845238367717,6.188665469487509,9.04142204920451,13.262939294179283,18.804936885833744,24.632018486658737
PR,0.4853598276774089,1.3460991382598877,2.4988761742909746,4.014344612757364,6.252848466237385,139.4256899356842,291.7093424002329,1785.2203850746155
L,0.8817036151885986,3.547621726989746,11.715715726216635,30.505647818247475,130.8649340470632
LX,0.5499207973480225,1.853848139444987,3.2481590906778974,4.774243990580241,6.775556643803915,10.09768048922221,13.732737461725872,18.65907375017802,24.058914184570312,30.6250425974528
FVPR,0.34912816683451336,0.9578111171722412,1.761014461517334,2.6776235103607178,4.046161969502767,5.931040287017822,8.151257435480753,12.046634117762247,16.225215593973793,21.287946144739784
FVL,0.4564806620279948,1.2290367285410564,2.213159481684367,3.4009502728780117,4.984340031941732,6.968399445215861,9.832314093907675,13.80014713605245,19.20665454864502,25.984025875727337
FVLX,0.45946939786275226,1.2281011740366619,2.1396659215291343,3.1956874529520674,4.600669781366984,6.517826875050863,9.323409875233969,13.02212945620219,18.133981386820476,25.349916855494182
PRL,0.43856628735860187,1.330285946528117,2.6181068420410156,4.05687141418457,6.045377016067505,119.45288356145223,348.7793900171916,2168.9191722075143
PRLX,0.5382146040598551,1.2663046518961587,2.4408511320749917,3.6734014352162676,5.36017886797587,9.083592971165974,14.524883031845093,21.814170281092327,29.994606177012127,38.412113984425865
LPR,0.8993194103240967,2.5837856133778887,5.745454947153727,9.893325567245483,17.412092208862305,267.70028710365295,606.3697599569957
LLX,0.612545887629191,1.8315227031707764,3.0991408824920654,4.638223965962728,6.565371672312418,9.436322132746378,12.998037894566853,17.161098400751747,22.244983355204262,27.36835932731628
FVPRL,0.3723333676656087,1.010141134262085,1.8698715368906655,2.8168447017669678,4.099226554234822,6.161149263381958,9.348599274953207,13.938734372456869,19.327641566594444,25.611669143040977
FVPRLX,0.42967430750528973,1.1308136781056721,2.039421002070109,3.1456132729848223,4.653655529022217,6.756648381551107,9.569125493367514,13.686169624328613,18.997711102167766,24.634323517481487
FVLPR,0.44444696108500165,1.2409946918487549,2.3367942969004316,3.6435106595357265,5.2719998359680185,7.44379472732544,10.598402976989746,15.844987471898396,23.68605558077494,32.94720037778218
FVLLX,0.5046664079030355,1.36993678410848,2.566343704859416,3.901165088017782,5.812729358673097,8.254019419352215,11.768640518188478,16.65997393925985,23.03576191266378,30.65855932235718
PRLLX,0.6505362192789713,1.6939853032430015,3.2600401242574057,4.885719696680705,7.059232711791992,12.097387154897053,17.561391194661457,24.032562096913654,31.665188471476235,40.2174224058787
LPRLX,0.7973897457122803,2.136175076166789,4.312264442443848,6.589099884033203,10.18687105178833,19.193407138188682,35.51157673199972,56.25747513771057,83.35062718391418,110.61626815795898
FVPRLLX,0.480437437693278,1.1337188084920247,2.111331542332967,3.305895407994588,4.830619812011719,7.113523801167807,10.301651239395142,14.134740829467773,19.809726635615032,26.35181427001953
FVLPRLX,0.4237682819366455,1.4302010536193848,2.7957077026367188,4.579772472381592,7.005228916803995,10.4270015557607,14.896496613820393,23.27913959821065,34.65569305419922,46.67913818359375
NoSym,2.687299648920695,51.78990387916565
virtual best,0.34912816683451336,0.9578111171722412,1.761014461517334,2.6776235103607178,3.9600053628285723,5.844883680343628,8.065100828806559,11.76382040977478,15.942401885986328,21.00513243675232
