0,1,2,3,4
FV,0.19646636644999185,0.7084310849507649,2.0913989543914795,5.510278304417929
PR,0.2084501584370931,0.765282392501831,3.1323416233062744,5.802973906199137
L,0.40587051709493,1.1733468373616536,3.989941358566284,11.965190649032593
LX,0.27495916684468585,0.8713350296020508,3.2110418478647866,7.608431339263916
FVPR,0.1923545996348063,0.6645915508270264,2.3146309057871504,5.461735645929973
FVL,0.18884778022766113,0.6439461708068848,1.894607702891032,4.85916805267334
FVLX,0.18950398763020834,0.6226804256439209,2.153903643290202,4.81380836168925
PRL,0.2154702345530192,0.7249465783437092,2.8385235468546552,7.3404221534729
PRLX,0.20667600631713867,0.703013261159261,2.6360359986623125,7.245648543039957
LPR,0.3358066876729329,1.0087255636850994,4.023985147476196,9.830468495686848
LLX,0.2991313934326172,1.0043179194132485,3.360019524892171,8.226671616236368
FVPRL,0.20296319325764975,0.6798864205678304,2.2108311653137207,4.830572446187338
FVPRLX,0.2017988363901774,0.6519459088643392,2.1532824834187827,5.427116314570109
FVLPR,0.22533559799194336,0.7178637981414795,2.6484847863515215,6.419063886006673
FVLLX,0.241009791692098,0.7918001810709636,2.4284993012746177,5.71858827273051
PRLLX,0.24498605728149414,0.8267822265625,2.637050946553548,7.456578731536865
LPRLX,0.3257126013437907,0.976349910100301,3.603513240814209,9.10148588816325
FVPRLLX,0.23068698247273764,0.7803887526194255,2.5132671197255454,6.032953500747681
FVLPRLX,0.20936481157938638,0.7500491937001545,3.026616970698039,7.277002255121867
NoSym,0.3575783570607503,1.0879674752553303,4.924051443735759,12.569480737050375
virtual best,0.18884778022766113,0.6220242182413738,1.872685750325521,4.492427031199138
