0,1,2,3,4,5,6,7,8,9
FV,1140.3170025348663
PR,61.88374981880188,194.06561222076417,395.253874540329,645.3179505825043,1008.4250456809998
L,92.47578678131103,335.23423113822935,697.9750409126282,1137.7492318153381,2312.8042550563814
LX,87.88761320114136,288.6474898338318,548.0156442165376,813.9125805854799,1207.3267195224762,1689.0477183818816,2392.132784843445,3581.6838836193083,4847.769814062118
FVPR,75.23986864089966,366.4864431619644,876.9536465406418,1591.179269194603,2609.6273506879807
FVL,846.7198346853256,3079.7718942165375
FVLX,790.1743968725204,3145.502232670784
PRL,60.52560987472534,217.46446676254274,493.78906579017644,938.4913536071778,1517.4030183792115
PRLX,82.07542762756347,250.05272550582885,538.881372976303,853.1867544174194,1256.502165031433
LPR,82.41180539131165,287.51328625679014,617.301948928833,994.6872693061828,3273.733834409714
LLX,116.64704160690307,421.4691743373871,833.0788214206696,1262.8329729557038,1954.8961859226229,2924.6384382724764,4494.470936918258,6802.968577098846
FVPRL,77.45627427101135,382.4608256816864,912.7545508146286,1679.2544226646423,2962.149336338043
FVPRLX,80.06611335277557,414.0787513256073,918.6380082368851,1613.5834548473358,2620.101003408432
FVLPR,107.92726671695709,320.1400396823883,792.8141318559647,1365.5771012306213,2264.1718261241913
FVLLX,909.6879534721375,3290.2446817159653
PRLLX,222.9117693901062,545.0777839422226,896.33495926857,1251.3685953617096,1893.6339149475098
LPRLX,162.96912956237793,713.2157762050629,1674.993968486786,2738.6736322641373
FVPRLLX,81.94381296634674,352.00803768634796,870.6226443052292,1558.6245836019516,2676.939884543419
FVLPRLX,100.8700442314148,319.3266738653183,732.1624599695206,1247.3808794021606,2276.389571070671
NoSym,96.18871073722839,599.0776186943054
virtual best,60.52560987472534,192.70747227668764,393.89573459625245,643.9598106384277,1007.0669057369232,1488.7879045963286,2191.872971057892,3381.4240698337553,4647.510000276565
