0,1,2,3,4
FV,0.7192331155141195,1.4398179054260254,2.2370287577311196,3.126145203908284
PR,0.7892007033030192,1.6216702461242676,3.0704619884490967,5.196509520212809
L,2.7061850229899087,5.690643310546875,12.652832667032879,22.428417841593426
LX,0.7325295607248942,1.46735676129659,2.2086841265360513,2.9564873377482095
FVPR,0.683991273244222,1.3680995305379233,2.0846121311187744,2.827190319697062
FVL,0.7453461488087972,1.5441810290018718,2.4635330835978193,3.50277598698934
FVLX,0.7347902456919352,1.4750227133433023,2.221104303995768,2.976995786031087
PRL,0.8067697683970133,1.6578993797302246,23.354591210683186,60.038895686467484
PRLX,0.7622251510620117,1.5292914708455405
LPR,3.3335569699605307,6.947864929835002,16.274713277816772,27.02405095100403
LLX,2.303135395050049,5.487984100977579,8.931443691253662,15.728919744491577
FVPRL,0.6944483915964762,1.3908274173736572,2.183398167292277,3.0087904135386148
FVPRLX,0.7924822966257731,1.5963908831278482,2.5615852673848467,3.7953232129414873
FVLPR,0.7970353762308756,1.6002190113067627,2.6012688477834063,3.7753539085388184
FVLLX,1.164974530537923,2.7703138987223306,4.422027190526326,7.819477876027425
PRLLX,4.240279992421468,9.356058835983276,190.85004194577536,411.74709073702496
LPRLX,3.1313464641571045,6.539283116658529,12.48681394259135,20.47319261233012
FVPRLLX,0.7368102073669434,1.4850908120473227,2.3484575748443604,3.2150162855784097
FVLPRLX,1.1585183143615723,2.360826412836711,3.592126766840617,5.250589370727539
NoSym,71.66583283742268,176.82704750696817,412.5253162384033,878.5298442045848
virtual best,0.683991273244222,1.3680995305379233,2.0846121311187744,2.827190319697062
