0,1,2,3,4,5,6,7,8,9,10
FV,0.23799443244934082,1.5764735698699952,2.9545353889465336,16.207662439346315,40.19336524009705,146.54328417778015,355.5730647563934,679.6667709827423,1067.1347685337066
PR,1.364146089553833,4.464870595932007,24.533005952835083,44.827515316009524,79.1446964263916,139.42803330421447,337.97367272377016,1196.8762526988985,2244.1463912487034,3306.200042676926
L,0.6358940601348877,1.825695276260376,8.280839681625366,16.55601191520691,69.54865379333496
LX,0.40421433448791505,0.8481573581695556,2.08207950592041,16.54399981498718,63.8399516582489,169.04214673042299,297.9688132286072,551.5513744354248,820.1931324481964
FVPR,0.2667876720428467,0.556277084350586,1.7694112300872804,24.32275242805481,67.04800472259521,130.9948758125305,199.93042821884154,304.973086977005,484.4366916656494,1138.284438276291
FVL,0.27576684951782227,0.7173644304275513,1.2126579284667969,2.966721773147583,17.6656334400177,93.60857343673706,169.69316804409027,299.5411374568939,490.2134540081024,882.0797085762024
FVLX,0.22691857814788818,0.5636506080627441,0.9096962213516235,2.642745018005371,9.585512638092041,38.30611979961395,90.32492685317993,202.25659596920013,354.0146405696869,890.4576157331467
PRL,0.2397707462310791,2.0501178741455077,6.541228818893433,14.04875888824463,104.23570594787599,201.87091302871704,305.00728087425233,933.0491822242736,2308.664943218231,3725.4075739860536
PRLX,4.356621122360229,9.929949617385864,22.61572504043579,106.95696120262146,251.52029848098755,418.89976196289064,603.6404193401337,926.5736539840698,1441.8513652324677,2118.6006541728975
LPR,0.3088837146759033,1.3948606967926025,4.721928310394287,14.830855941772462,28.971190214157104,96.0042977809906,292.7304418563843,1984.530940771103,3903.797342967987
LLX,1.105402135848999,2.403354740142822,5.125658655166625,42.797029161453246,88.27300233840941,297.6813868999481,550.7706580162048,808.2738468170166,1115.3484567642213,1516.8764030456543
FVPRL,0.2538492679595947,3.1446993350982666,6.105517864227295,15.153170347213745,32.31616830825806,140.55158841609955,314.42013347148895,516.2262392044067,863.2912946939468,1239.0599690675735
FVPRLX,0.5942569971084595,1.9813770055770874,4.965369701385498,24.723990559577942,145.02132487297058,285.8471088409424,478.0260478258133,933.4916436672211,1743.4381761550903,2869.994790315628
FVLPR,0.23087716102600098,1.8682557344436646,22.672688484191895,62.215131998062134,104.57806062698364,212.0967893600464,365.71323549747467,574.6651871204376,1552.3909749984741,2688.6310946941376
FVLLX,0.23642897605895996,0.7236509323120117,1.563249945640564,3.815056800842285,6.481721758842468,38.89940631389618,72.40610826015472,138.86829245090485,205.6985057592392,479.1291539669037
PRLLX,0.9766107797622681,3.370835065841675,9.18589460849762,22.530381441116333,58.18887674808502,102.67153179645538,151.14504730701447,201.3871991634369,407.6620978116989,899.316120505333
LPRLX,1.0280139446258545,5.413887143135071,12.115478157997131,20.492692947387695,31.01831352710724,108.6351307630539,273.3550308942795,1226.3475754261017,2598.188143014908,4073.2955902814865
FVPRLLX,0.23113512992858887,1.9071853160858154,3.9043787717819214,43.41047489643097,105.73477363586426,296.27863025665283,580.7645356655121,1163.7454982995987,1754.340337395668,2500.6374995708466
FVLPRLX,0.5887681245803833,4.62481427192688,27.677099227905273,54.92033231258392,112.45876371860504,176.38458335399628,257.6411683559418,412.9111524820328,1591.0058636665344,3628.5424045324326
NoSym,2.093394327163696,27.94125547409058,629.3361336231231
virtual best,0.22691857814788818,0.5164079904556275,0.8624536037445069,2.5955024003982543,5.262167358398438,33.98277451992035,67.4894764661789,117.73162832260132,184.56184163093567,457.99248983860014
