0,1,2,3,4
FV,0.19646425247192384,0.43370785713195803,1.6116355419158936,3.5296396732330324
PR,0.6113554954528808,1.333630609512329,3.037275409698486,10.663494253158568
L,0.21837501525878905,0.4945491313934326,2.4402881622314454,4.604439544677735
LX,0.2134150505065918,0.45092215538024905,1.864336061477661,4.369688463211059
FVPR,0.20474696159362793,0.48087186813354493,2.794973945617676,7.206018447875977
FVL,0.2132195234298706,0.42936503887176514,2.6397924423217773,6.496559143066406
FVLX,0.20810067653656006,0.41622281074523926,2.8280601501464844,5.856738448143005
PRL,0.28342528343200685,0.6453207015991211,3.46182918548584,10.385298776626588
PRLX,0.22267112731933594,0.8320542335510254,2.104997158050537,4.311674642562866
LPR,0.2887453556060791,0.6278110504150392,2.776316022872925,9.452916526794434
LLX,0.2233144760131836,0.5094326496124268,2.476648139953613,5.956319522857665
FVPRL,0.2010859251022339,0.4224867820739746,1.0142982006072998,2.2031503915786743
FVPRLX,0.19988536834716797,0.4503443241119385,1.2645775079727173,2.3980019092559814
FVLPR,0.23051393032073975,0.46407651901245117,2.7111876010894775,8.133570313453674
FVLLX,0.19779586791992188,0.43275153636932373,3.335707664489746,8.257434487342834
PRLLX,0.30730128288269043,0.6743927001953125,2.9815701246261597,5.8850719928741455
LPRLX,0.23208701610565186,0.48039257526397705,2.4198309183120728,5.100157141685486
FVPRLLX,0.20991480350494385,0.4377269744873047,1.2332074642181396,2.4454855918884277
FVLPRLX,0.23280417919158936,0.569127082824707,1.6720227003097534,2.8727304935455322
NoSym,0.9024561882019043,1.923556423187256,4.621590900421143,9.237254476547243
virtual best,0.19646425247192384,0.40458638668060304,0.9963978052139282,2.1298222064971926
