Price min value,Price for each machine,Time
3687,"[128, 128, 128, 128, 128, 128, 128, 128, 379, 379, 379, 128, 128, 128, 128, 128, 128, 379, 379]",114.02467966079712
3687,"[128, 128, 128, 128, 128, 128, 128, 128, 379, 379, 379, 128, 128, 128, 128, 128, 128, 379, 379]",113.3387713432312
