Price min value,Price for each machine,Time
3759,"[0, 379, 1288, 1288, 402, 402]",0.21891069412231445
3759,"[0, 379, 1288, 1288, 402, 402]",0.21801280975341797
3759,"[0, 379, 1288, 1288, 402, 402]",0.21902847290039062
3759,"[0, 379, 1288, 1288, 402, 402]",0.21787571907043457
3759,"[0, 379, 1288, 1288, 402, 402]",0.2180473804473877
