Price min value,Price for each machine,Time
2814,"[210, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]",233.3322150707245
2814,"[210, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]",229.5209128856659
2814,"[210, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]",229.7546741962433
2814,"[210, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]",231.04665517807007
2814,"[210, 210, 210, 210, 210, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]",230.53738021850586
