Price min value,Price for each machine,Time
1790,"[116, 116, 116, 116, 210, 210, 116, 116, 116, 116, 116, 116, 210]",1886.1955275535583
1790,"[116, 116, 116, 116, 210, 210, 116, 116, 116, 116, 116, 116, 210]",1851.7631499767303
