Price min value,Price for each machine,Time
1652,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 128]",229.00923681259155
1652,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 128]",229.79812908172607
1652,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 128]",228.23926067352295
1652,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 128]",229.28778982162476
1652,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 128]",245.21515250205994
