Price min value,Price for each machine,Time
2289,"[128, 128, 128, 128, 379, 379, 379, 128, 128, 128, 128, 128]",312.6871156692505
2289,"[128, 128, 128, 128, 379, 379, 379, 128, 128, 128, 128, 128]",313.8142523765564
