Price min value,Price for each machine,Time
2022,"[116, 116, 116, 116, 116, 210, 210, 210, 116, 116, 116, 116, 116, 116, 116]",19.31751823425293
2022,"[116, 116, 116, 116, 116, 210, 210, 210, 116, 116, 116, 116, 116, 116, 116]",18.978168487548828
