Price min value,Price for each machine,Time
1790,"[116, 116, 116, 116, 210, 210, 116, 116, 116, 116, 116, 116, 210]",1787.4441871643066
1790,"[116, 116, 116, 116, 210, 210, 116, 116, 116, 116, 116, 116, 210]",1726.172613620758
