Price min value,Price for each machine,Time
1442,"[116, 116, 116, 210, 210, 116, 116, 116, 116, 210]",749.0715656280518
1442,"[116, 116, 116, 210, 210, 116, 116, 116, 116, 210]",750.6468434333801
